"id"	"title"	"subtitle"	"time"	"directory"	"size"	"json"
"3220539"	"{ugetsu]享樂 愉悅聖所 悦楽サンクチュアリ"	"quanbuzhineng"	"1739893615673"	"{ugetsu]享樂 愉悅聖所 悦楽サンクチュアリ"	"9.35129070281982"	"{""gallery"":{""title"":""{ugetsu]享樂 愉悅聖所 悦楽サンクチュアリ"",""subTitle"":""[ウゲツ] 悦楽サンクチュアリ (ダンジョン攻略はSEXで!! VOL.10) [中国翻訳] [DL版]"",""type"":""Doujinshi"",""time"":""2025-02-02 11:14"",""uploader"":""quanbuzhineng"",""stars"":2.0,""rating"":""Average: 1.79"",""coverPath"":""https://ehgt.org/w/01/739/78914-67ee4wwc.webp"",""tags"":{""reclass"":[""manga""],""language"":[""chinese"",""translated""],""parody"":[""original""],""artist"":[""ugetsu""],""female"":[""big breasts"",""stockings""],""other"":[""extraneous ads""]},""favorite"":false,""link"":""https://e-hentai.org/g/3220539/a6957c1b0f/"",""maxPage"":""24"",""auth"":{""login_url"":""https://e-hentai.org/bounce_login.php?b=d&bt=3-3220539-a6957c1b0f"",""base_url"":""https://e-hentai.org/"",""api_url"":""https://api.e-hentai.org/api.php"",""gid"":""3220539"",""token"":""a6957c1b0f"",""apiuid"":""8141932"",""apikey"":""a9cefb5c9d4c7c38646e"",""average_rating"":""1.79"",""display_rating"":""1.79"",""popbase"":""base_url+\""gallerypopups.php?gid=3220539&t=a6957c1b0f&act=\"""",""thumbnailKey"":""https://zurswtyclg.hath.network/c2/07jyne43a4surjy9r/3220539-0.webp 2"",""archiveDownload"":""https://e-hentai.org/archiver.php?gid=3220539&token=a6957c1b0f"",""showKey"":""i9a3ijtacx3""}},""size"":9.351290702819824}"
"1878616"	"[Kenja Time (MANA)] GOS01-Oshioki Education Time-I will be educated for my boyfriend-"	"Iexist"	"1743371302253"	"[Kenja Time (MANA)] GOS01-Oshioki Education Time-I will be educated for my boyfriend-"	"698.882027626038"	"{""gallery"":{""title"":""[Kenja Time (MANA)] GOS01-Oshioki Education Time-I will be educated for my boyfriend-"",""subTitle"":""[けんじゃたいむ (MANA)] GOS01-おしおきの教育時間～私、彼氏のために教育を受けます～"",""type"":""Game CG"",""time"":""2021-03-30 11:42"",""uploader"":""Iexist"",""stars"":5.0,""rating"":""Average: 4.76"",""coverPath"":""https://ehgt.org/c5/af/c5afbf5ebf818c3e0ac15b0b33aa806441201aba-500026-944-840-jpg_250.jpg"",""tags"":{""group"":[""kenja time""],""artist"":[""mana""],""male"":[""condom""],""female"":[""anal"",""anal intercourse"",""big breasts"",""blindfold"",""blowjob"",""bondage"",""collar"",""defloration"",""double penetration"",""exhibitionism"",""filming"",""gag"",""kissing"",""masturbation"",""nakadashi"",""netorare"",""sex toys"",""sole female"",""squirting"",""urination""],""mixed"":[""group"",""mmf threesome""],""other"":[""animated"",""mosaic censorship""]},""favorite"":false,""link"":""https://e-hentai.org/g/1878616/0ee4a481e5/"",""maxPage"":""88"",""auth"":{""login_url"":""https://e-hentai.org/bounce_login.php?b=d&bt=3-1878616-0ee4a481e5"",""base_url"":""https://e-hentai.org/"",""api_url"":""https://api.e-hentai.org/api.php"",""gid"":""1878616"",""token"":""0ee4a481e5"",""apiuid"":""8141932"",""apikey"":""a9cefb5c9d4c7c38646e"",""average_rating"":""4.76"",""display_rating"":""4.76"",""popbase"":""base_url+\""gallerypopups.php?gid=1878616&t=0ee4a481e5&act=\"""",""thumbnailKey"":""https://puzaqhxrbn.hath.network/cm/ej0r1xklpj1rxfz0l/1878616-0.jpg 3"",""archiveDownload"":""https://e-hentai.org/archiver.php?gid=1878616&token=0ee4a481e5"",""showKey"":""7tfhcw4adnx""}},""size"":698.8820276260376}"
"3162217"	"[Popochichi (Yahiro Pochi)] Fukusei Manko 2~ Majime na Manko Hen~ [Chinese] [Digital]"	"TMDlixin250"	"1745198164014"	"[Popochichi (Yahiro Pochi)] Fukusei Manko 2~ Majime na Manko Hen~ [Chinese] [Digital]"	"14.2731895446777"	"{""gallery"":{""title"":""[Popochichi (Yahiro Pochi)] Fukusei Manko 2~ Majime na Manko Hen~ [Chinese] [Digital]"",""subTitle"":""[ぽぽちち (八尋ぽち)] 複製マ〇コ 2 〜真面目なマ〇コ編〜 [中国翻訳] [DL版]"",""type"":""Doujinshi"",""time"":""2024-12-18 10:22"",""uploader"":""TMDlixin250"",""stars"":2.5,""rating"":""Average: 2.54"",""coverPath"":""https://ehgt.org/w/01/672/22379-dw1ypeqr.webp"",""tags"":{""key"":[""extraneous ads"",""mosaic censorship"",""multi-work series""]},""favorite"":false,""link"":""https://e-hentai.org/g/3162217/b0fae151be/"",""maxPage"":""61"",""auth"":{""login_url"":""https://e-hentai.org/bounce_login.php?b=d&bt=3-3162217-b0fae151be"",""base_url"":""https://e-hentai.org/"",""api_url"":""https://api.e-hentai.org/api.php"",""gid"":""3162217"",""token"":""b0fae151be"",""apiuid"":""8141932"",""apikey"":""a9cefb5c9d4c7c38646e"",""average_rating"":""2.54"",""display_rating"":""2.54"",""popbase"":""base_url+\""gallerypopups.php?gid=3162217&t=b0fae151be&act=\"""",""thumbnailKey"":""https://sunvxqrqcj.hath.network/c2/slxff6rgifjvutzed/3162217-0.webp 4"",""archiveDownload"":""https://e-hentai.org/archiver.php?gid=3162217&token=b0fae151be"",""showKey"":""4h5bwx7ae21""}},""size"":14.273189544677734}"
"6595730e2ef71146c8a109a6"	"猫と天狗どっちがお好き？ 3 [中国翻译]"	"POETTO (ハリュー)"	"1730436223460"	"猫と天狗どっちがお好き？ 3 [中国翻译]"	"65.4067087173462"	"{""comicItem"":{""creator"":{""id"":""6595730e2ef71146c8a109a6"",""title"":""樱庭骑士莲酱"",""email"":"""",""name"":""樱庭莲"",""level"":233,""exp"":5417345,""avatarUrl"":""https://storage-b.picacomic.com/static/tobs/e77587c5-0040-4051-8c58-bcc373296d7c.jpg"",""frameUrl"":null,""isPunched"":null,""slogan"":""无偿无盈利代传，陈睿站同名同狼辛角色图像私信无偿无盈利代传""},""id"":""6595730e2ef71146c8a109a6"",""title"":""猫と天狗どっちがお好き？ 3 [中国翻译]"",""description"":""感谢 甜族星人赞助汉化"",""thumbUrl"":""https://storage-b.picacomic.com/static/tobeimg/OQT5nMjY_y6uG3_EfLnBLr15ZHR9v0sw6pYi1mBhl7U/rs:fill:300:400:0/g:sm/aHR0cHM6Ly9zdG9yYWdlLWIucGljYWNvbWljLmNvbS9zdGF0aWMvM2Q0OTRiYzYtODcyYy00ZmRkLWFkMDgtMDBiZjU4MjA4ZDI4LmpwZw.jpg"",""author"":""POETTO (ハリュー)"",""chineseTeam"":""甜族星人赞助汉化"",""categories"":[""全彩"",""長篇"",""CG雜圖""],""tags"":[""全彩"",""獸耳娘"",""蘿莉"",""中出"",""3P""],""likes"":233,""comments"":12,""isLiked"":false,""isFavourite"":false,""epsCount"":1,""time"":""2024-01-03T14:45:34.455Z"",""pagesCount"":230},""chapters"":[""全彩熟肉""],""size"":65.40670871734619,""downloadedChapters"":[0]}"
"6150031e2f9a1879b07a0910"	" よばひ-ε Pavonis- (艦隊これくしょん-艦これ-) [中国翻訳] [DL版]"	"almanacco (居待暦)"	"1731135929134"	"よばひ-ε Pavonis- (艦隊これくしょん-艦これ-) [中国翻訳] [DL版]"	"2.95262622833252"	"{""comicItem"":{""creator"":{""id"":""6150031e2f9a1879b07a0910"",""title"":""萌新"",""email"":"""",""name"":""黎欧"",""level"":188,""exp"":3530863,""avatarUrl"":""https://storage1.picacomic.com/static/0dd4edbe-58c8-4814-ab01-e191190618c8.jpg"",""frameUrl"":null,""isPunched"":null,""slogan"":""二八七六八七八三九二（QQ代传邮箱，请标注来意不然我只能无视了 。来私自要本的还请歇歇吧，我不会提供转售服务。代传本请统一发邮箱，发qq号里不一定会看到）要找不咕鸟发自己的qq号到buguniaohh@proton.me邮箱，\n本子无法下载是因为倒卖的说是在哔咔下的，虽然知道没什么用但还是吧能封的都封了。抱怨无法下载的就忍忍吧。\n空气系紧急招募翻译\n联络方式moeyourimouto@gmail.com""},""id"":""6150031e2f9a1879b07a0910"",""title"":"" よばひ-ε Pavonis- (艦隊これくしょん-艦これ-) [中国翻訳] [DL版]"",""description"":""刑啊 "",""thumbUrl"":""https://storage1.picacomic.com/static/tobeimg/ZYsZs01g_tIUo7uYqTyTR7fgYs2hiMtnrqt5kDs97l4/rs:fill:300:400:0/g:sm/aHR0cHM6Ly9zdG9yYWdlMS5waWNhY29taWMuY29tL3N0YXRpYy8yMTZmMmUwMi04NWUwLTQ5MzgtYWY3Ni0wNGM3ZjI0YmU2NzQuanBn.jpg"",""author"":""almanacco (居待暦)"",""chineseTeam"":""君日本語本當上手漢化組"",""categories"":[""短篇"",""同人"",""妹妹系"",""艦隊收藏"",""全彩""],""tags"":[""全彩"",""貧乳"",""蘿莉"",""口交"",""榨精"",""艦娘"",""中出"",""橫切面"",""女性主導"",""開迷你車""],""likes"":631,""comments"":16,""isLiked"":false,""isFavourite"":false,""epsCount"":1,""time"":""2021-09-26T05:20:30.548Z"",""pagesCount"":12},""chapters"":[""第1話""],""size"":2.9526262283325195,""downloadedChapters"":[0]}"
"5ff48ed2f62e385947f7d548"	"幼馴染みと夏の思い出 "	"緒方亭"	"1731136090049"	"幼馴染みと夏の思い出"	"82.7979192733765"	"{""comicItem"":{""creator"":{""id"":""5ff48ed2f62e385947f7d548"",""title"":""萌新"",""email"":"""",""name"":""黎欧"",""level"":188,""exp"":3530863,""avatarUrl"":""https://storage1.picacomic.com/static/0dd4edbe-58c8-4814-ab01-e191190618c8.jpg"",""frameUrl"":null,""isPunched"":null,""slogan"":""二八七六八七八三九二（QQ代传邮箱，请标注来意不然我只能无视了 。来私自要本的还请歇歇吧，我不会提供转售服务。代传本请统一发邮箱，发qq号里不一定会看到）要找不咕鸟发自己的qq号到buguniaohh@proton.me邮箱，\n本子无法下载是因为倒卖的说是在哔咔下的，虽然知道没什么用但还是吧能封的都封了。抱怨无法下载的就忍忍吧。\n空气系紧急招募翻译\n联络方式moeyourimouto@gmail.com""},""id"":""5ff48ed2f62e385947f7d548"",""title"":""幼馴染みと夏の思い出 "",""description"":""搬运"",""thumbUrl"":""https://storage1.picacomic.com/static/tobeimg/MzaZP_oGyYOfNBwr_7ujUI8KZmOUZ5iiA2NcivXtg00/rs:fill:300:400:0/g:sm/aHR0cHM6Ly9zdG9yYWdlMS5waWNhY29taWMuY29tL3N0YXRpYy8yNGQ1OWNiNC01MmFjLTRkMTktOTNlNS00Nzg4ZTY2YmQ0NDYuanBn.jpg"",""author"":""緒方亭"",""chineseTeam"":""君日本語本當上手漢化組"",""categories"":[""全彩"",""CG雜圖"",""純愛"",""長篇""],""tags"":[""全彩"",""巨乳"",""幼馴染"",""游泳池"",""濕身"",""曬黑/日燒""],""likes"":4722,""comments"":198,""isLiked"":false,""isFavourite"":false,""epsCount"":4,""time"":""2021-06-22T06:43:28.089Z"",""pagesCount"":265},""chapters"":[""第1話"",""絵師になりたいボクのためにまた一肌脱ぐ幼馴染み"",""幼馴染みが間違ってヌードモデルをしてしまうweb完全版"",""両想いの幼馴染みがヌードモデルをしてくれる""],""size"":82.79791927337646,""downloadedChapters"":[0,1,2,3]}"
"60e5c570371edf4c3398b7b4"	"みつみねデイドリーム"	"パンダが一匹。 (コミズミコ)"	"1731136115504"	"みつみねデイドリーム"	"16.506519317627"	"{""comicItem"":{""creator"":{""id"":""60e5c570371edf4c3398b7b4"",""title"":""那位大人"",""email"":"""",""name"":""复活的炎头队长"",""level"":219,""exp"":4796630,""avatarUrl"":""https://storage-b.picacomic.com/static/tobs/62337970-6072-4b09-9155-09a915507a2a.jpg"",""frameUrl"":null,""isPunched"":null,""slogan"":""没有在b站、抖音、QQ、微信等一切社交平台上有账号，如发现类似账号请一律视为仿生人。""},""id"":""60e5c570371edf4c3398b7b4"",""title"":""みつみねデイドリーム"",""description"":""汉化原话：\n首發e-hentai\n\nSX [君日本語本當上手機翻漢化組]：\n\n第48次發，沒人翻閒來無事把這個機翻了，機翻準確度有限但起碼是中文\n還望指教M(_ _)M\n\n你們這群傢伙別老是把聲優和角色關聯到一起啊！\n\nP01-17 本體\nP18-22 關於最近發生的三峰結華(中之人)風波~"",""thumbUrl"":""https://storage1.picacomic.com/static/tobeimg/rhEQOvFECm8q3Vqy_1oHL-HWhjE-ljBRuK4DCFU2Wsk/rs:fill:300:400:0/g:sm/aHR0cHM6Ly9zdG9yYWdlMS5waWNhY29taWMuY29tL3N0YXRpYy85ZTRmMjQ4Yy0xOTJmLTQyNDEtYjYxMi1kOTBiNjZmOTlkZjUuanBn.jpg"",""author"":""パンダが一匹。 (コミズミコ)"",""chineseTeam"":""君日本語本當上手漢化組"",""categories"":[""短篇"",""同人""],""tags"":[""偶像 / 模特兒"",""偶像大師"",""偶像大師 閃耀色彩"",""眼鏡"",""口交"",""中出"",""橫切面""],""likes"":149,""comments"":12,""isLiked"":false,""isFavourite"":false,""epsCount"":2,""time"":""2021-10-11T18:39:49.823Z"",""pagesCount"":38},""chapters"":[""生肉"",""熟肉""],""size"":16.506519317626953,""downloadedChapters"":[0,1]}"
"617fb6c9c8b5084ecd22ed72"	"(C97)  ぽかぽか朝潮温泉 (艦隊これくしょん -艦これ-) [中国翻訳]"	"NAGATSUKI (長月院)"	"1731136126565"	"(C97)  ぽかぽか朝潮温泉 (艦隊これくしょん -艦これ-) [中国翻訳]"	"4.51731777191162"	"{""comicItem"":{""creator"":{""id"":""617fb6c9c8b5084ecd22ed72"",""title"":""萌新"",""email"":"""",""name"":""黎欧"",""level"":188,""exp"":3530863,""avatarUrl"":""https://storage1.picacomic.com/static/0dd4edbe-58c8-4814-ab01-e191190618c8.jpg"",""frameUrl"":null,""isPunched"":null,""slogan"":""二八七六八七八三九二（QQ代传邮箱，请标注来意不然我只能无视了 。来私自要本的还请歇歇吧，我不会提供转售服务。代传本请统一发邮箱，发qq号里不一定会看到）要找不咕鸟发自己的qq号到buguniaohh@proton.me邮箱，\n本子无法下载是因为倒卖的说是在哔咔下的，虽然知道没什么用但还是吧能封的都封了。抱怨无法下载的就忍忍吧。\n空气系紧急招募翻译\n联络方式moeyourimouto@gmail.com""},""id"":""617fb6c9c8b5084ecd22ed72"",""title"":""(C97)  ぽかぽか朝潮温泉 (艦隊これくしょん -艦これ-) [中国翻訳]"",""description"":""搬运"",""thumbUrl"":""https://storage1.picacomic.com/static/tobeimg/GrGPgu1o6ca6bYzE9Fmlqm_PE-qcEit3BfUVaJw35n8/rs:fill:300:400:0/g:sm/aHR0cHM6Ly9zdG9yYWdlMS5waWNhY29taWMuY29tL3N0YXRpYy9mMDk1ODc3MS1jOTFlLTRlMDEtYjVhNS1lNmU3ZTFhM2M1MzYuanBn.jpg"",""author"":""NAGATSUKI (長月院)"",""chineseTeam"":""君日本語本當上手漢化組"",""categories"":[""全彩"",""短篇"",""同人"",""CG雜圖"",""艦隊收藏"",""純愛""],""tags"":[""全彩"",""艦娘"",""艦娘: 朝潮"",""蘿莉"",""浴衣"",""中出"",""溫泉"",""蹦壞臉""],""likes"":625,""comments"":24,""isLiked"":false,""isFavourite"":false,""epsCount"":1,""time"":""2021-11-01T09:43:37.056Z"",""pagesCount"":23},""chapters"":[""第1話""],""size"":4.517317771911621,""downloadedChapters"":[0]}"
"6529295959b37c2a72bb7f68"	"発情期の躾方"	"大伴ヤキ"	"1731136136738"	"発情期の躾方"	"6.88895797729492"	"{""comicItem"":{""creator"":{""id"":""6529295959b37c2a72bb7f68"",""title"":""那位大人"",""email"":"""",""name"":""复活的炎头队长"",""level"":219,""exp"":4796630,""avatarUrl"":""https://storage-b.picacomic.com/static/tobs/62337970-6072-4b09-9155-09a915507a2a.jpg"",""frameUrl"":null,""isPunched"":null,""slogan"":""没有在b站、抖音、QQ、微信等一切社交平台上有账号，如发现类似账号请一律视为仿生人。""},""id"":""6529295959b37c2a72bb7f68"",""title"":""発情期の躾方"",""description"":""SX [君日本語本當上手漢化組]：\n第77次發，沒人翻閒來無事把這個機翻了，機翻準確度有限但起碼是中文\n還望指教M(_ _)M\n\n小笨狗你害 我好丟臉!"",""thumbUrl"":""https://storage-b.picacomic.com/static/tobeimg/GxgIkqv2DiBiiFOf1m4HsXo1-TCqLBJnJ4JicgYGNAE/rs:fill:300:400:0/g:sm/aHR0cHM6Ly9zdG9yYWdlLWIucGljYWNvbWljLmNvbS9zdGF0aWMvYmUxMDQ5ZWUtZjZmZi00Mjk0LTlhNzMtYzQyMGY1YmQ4YzM5LmpwZw.jpg"",""author"":""大伴ヤキ"",""chineseTeam"":""君日本語本當上手漢化組"",""categories"":[""短篇""],""tags"":[""獸耳娘"",""巨乳"",""口交"",""中出""],""likes"":286,""comments"":12,""isLiked"":false,""isFavourite"":false,""epsCount"":1,""time"":""2023-10-13T11:26:17.727Z"",""pagesCount"":9},""chapters"":[""第1話""],""size"":6.888957977294922,""downloadedChapters"":[0]}"
"63fc598aa0d55b532a914e7d"	" 動画で見たモノを求めて…来ちゃいました！ [中国翻訳]"	"大伴ヤキ"	"1731136145976"	"動画で見たモノを求めて…来ちゃいました！ [中国翻訳]"	"3.86344242095947"	"{""comicItem"":{""creator"":{""id"":""63fc598aa0d55b532a914e7d"",""title"":""萌新"",""email"":"""",""name"":""黎欧"",""level"":188,""exp"":3530863,""avatarUrl"":""https://storage1.picacomic.com/static/0dd4edbe-58c8-4814-ab01-e191190618c8.jpg"",""frameUrl"":null,""isPunched"":null,""slogan"":""二八七六八七八三九二（QQ代传邮箱，请标注来意不然我只能无视了 。来私自要本的还请歇歇吧，我不会提供转售服务。代传本请统一发邮箱，发qq号里不一定会看到）要找不咕鸟发自己的qq号到buguniaohh@proton.me邮箱，\n本子无法下载是因为倒卖的说是在哔咔下的，虽然知道没什么用但还是吧能封的都封了。抱怨无法下载的就忍忍吧。\n空气系紧急招募翻译\n联络方式moeyourimouto@gmail.com""},""id"":""63fc598aa0d55b532a914e7d"",""title"":"" 動画で見たモノを求めて…来ちゃいました！ [中国翻訳]"",""description"":""短篇"",""thumbUrl"":""https://storage-b.picacomic.com/static/tobeimg/WAZ0yD1-gXAGGEELoEvWhH73nByh-u_o7dLN8Jwa3P8/rs:fill:300:400:0/g:sm/aHR0cHM6Ly9zdG9yYWdlLWIucGljYWNvbWljLmNvbS9zdGF0aWMvOTM3NTNkMDAtMzYwOC00NTEwLTgzYTctNmZkOGI1YWYzOTRlLmpwZw.jpg"",""author"":""大伴ヤキ"",""chineseTeam"":""君日本語本當上手漢化組。改"",""categories"":[""短篇""],""tags"":[""巨乳"",""痴女"",""中出"",""阿嘿顏"",""亂交""],""likes"":306,""comments"":14,""isLiked"":false,""isFavourite"":false,""epsCount"":1,""time"":""2023-02-27T07:19:38.703Z"",""pagesCount"":9},""chapters"":[""第1話""],""size"":3.8634424209594727,""downloadedChapters"":[0]}"
"633d0e984d0d090998831d59"	" 発情きーつね❤ (白上フブキ) [DL版] [中国翻訳]"	"性肉店 (肉)"	"1731136215873"	"発情きーつね❤ (白上フブキ) [DL版] [中国翻訳]"	"14.6630191802979"	"{""comicItem"":{""creator"":{""id"":""633d0e984d0d090998831d59"",""title"":""萌新"",""email"":"""",""name"":""黎欧"",""level"":188,""exp"":3530863,""avatarUrl"":""https://storage1.picacomic.com/static/0dd4edbe-58c8-4814-ab01-e191190618c8.jpg"",""frameUrl"":null,""isPunched"":null,""slogan"":""二八七六八七八三九二（QQ代传邮箱，请标注来意不然我只能无视了 。来私自要本的还请歇歇吧，我不会提供转售服务。代传本请统一发邮箱，发qq号里不一定会看到）要找不咕鸟发自己的qq号到buguniaohh@proton.me邮箱，\n本子无法下载是因为倒卖的说是在哔咔下的，虽然知道没什么用但还是吧能封的都封了。抱怨无法下载的就忍忍吧。\n空气系紧急招募翻译\n联络方式moeyourimouto@gmail.com""},""id"":""633d0e984d0d090998831d59"",""title"":"" 発情きーつね❤ (白上フブキ) [DL版] [中国翻訳]"",""description"":""全彩"",""thumbUrl"":""https://storage-b.picacomic.com/static/tobeimg/NaLMHdooTgPm01E9RMH52GPuy81DAy0fxg00G9riujE/rs:fill:300:400:0/g:sm/aHR0cHM6Ly9zdG9yYWdlLWIucGljYWNvbWljLmNvbS9zdGF0aWMvMDAxM2I3ZTgtNjYwZC00NWI0LTllOWUtMDYxMjljOGY0YTRhLmpwZw.jpg"",""author"":""性肉店 (肉)"",""chineseTeam"":""君日本語本當上手漢化組"",""categories"":[""全彩"",""短篇"",""同人"",""非人類""],""tags"":[""獸耳娘"",""Vtuber"",""全彩"",""巨乳"",""口交"",""中出"",""橫切面""],""likes"":1103,""comments"":69,""isLiked"":false,""isFavourite"":true,""epsCount"":1,""time"":""2022-10-05T04:56:56.536Z"",""pagesCount"":56},""chapters"":[""第1話""],""size"":14.663019180297852,""downloadedChapters"":[0]}"
"655d92f5f31a9c08b196439f"	"推し活 | 追星活动"	"Khorosho (Chihiro)"	"1732813169023"	"推し活   追星活动"	"15.7141380310059"	"{""comicItem"":{""creator"":{""id"":""655d92f5f31a9c08b196439f"",""title"":""那位大人"",""email"":"""",""name"":""复活的炎头队长"",""level"":221,""exp"":4904732,""avatarUrl"":""https://storage-b.picacomic.com/static/tobs/62337970-6072-4b09-9155-09a915507a2a.jpg"",""frameUrl"":null,""isPunched"":null,""slogan"":""没有在b站、抖音、QQ、微信等一切社交平台上有账号，如发现类似账号请一律视为仿生人。""},""id"":""655d92f5f31a9c08b196439f"",""title"":""推し活 | 追星活动"",""description"":""汉化原话：\n你这立绘的皮套味还挺浓的嘛"",""thumbUrl"":""https://storage-b.picacomic.com/static/tobeimg/Li0A6kP1VRj3hbTI4SkUOgQkZKMS6prCuD2omsjfFsg/rs:fill:300:400:0/g:sm/aHR0cHM6Ly9zdG9yYWdlLWIucGljYWNvbWljLmNvbS9zdGF0aWMvOTA5NmE1YWUtZDViNi00N2Y3LTgxYjctODFkMDljZThiZTI2LmpwZw.jpg"",""author"":""Khorosho (Chihiro)"",""chineseTeam"":""欶澜汉化组"",""categories"":[""全彩"",""短篇""],""tags"":[""全彩"",""洗腦 / 催眠"",""口交"",""雙馬尾"",""指交"",""橫切面"",""中出"",""巨乳""],""likes"":899,""comments"":29,""isLiked"":false,""isFavourite"":false,""epsCount"":2,""time"":""2024-11-27T16:14:42.469Z"",""pagesCount"":41},""chapters"":[""第1話"",""第2話""],""size"":15.71413803100586,""downloadedChapters"":[0,1]}"
"6735a27ba71ab70c099c12e5"	"押しかけヴァンプ - My little vamp (COMIC 快楽天ビースト 2024年12月号)"	"高嶋しょあ"	"1734800487574"	"押しかけヴァンプ - My little vamp (COMIC 快楽天ビースト 2024年12月号)"	"19.6865262985229"	"{""comicItem"":{""creator"":{""id"":""6735a27ba71ab70c099c12e5"",""title"":""我"",""email"":"""",""name"":""Atheist"",""level"":147,""exp"":2148421,""avatarUrl"":""https://storage1.picacomic.com/static/122b62c3-78cd-4dac-b8ce-3fc3860dcbc5.jpg"",""frameUrl"":null,""isPunched"":null,""slogan"":""頭像是彼之初的男主—黑羽\n第八集1分57秒的截圖🥰😘""},""id"":""6735a27ba71ab70c099c12e5"",""title"":""押しかけヴァンプ - My little vamp (COMIC 快楽天ビースト 2024年12月号)"",""description"":""不请自来小淫魔"",""thumbUrl"":""https://storage-b.picacomic.com/static/tobeimg/6_XT_MN0-QjYV97lxKlmhiU8qRqsoHYbU45A3G_-JPc/rs:fill:300:400:0/g:sm/aHR0cHM6Ly9zdG9yYWdlLWIucGljYWNvbWljLmNvbS9zdGF0aWMvZGYzNjhjNDAtNTE2Yi00NmJhLTg4OTktZjBjMGE1YmM3OGYwLmpwZw.jpg"",""author"":""高嶋しょあ"",""chineseTeam"":""驴子汉化组"",""categories"":[""短篇""],""tags"":[""蘿莉"",""短髮"",""貧乳"",""橫切面"",""吸血鬼""],""likes"":4606,""comments"":173,""isLiked"":false,""isFavourite"":false,""epsCount"":1,""time"":""2024-11-14T07:10:51.411Z"",""pagesCount"":29},""chapters"":[""第1話""],""size"":19.68652629852295,""downloadedChapters"":[0]}"
"copy_manga-wocaibuxiangdangnvhaizi"	"我才不想當女孩子！"	""	"1737165727194"	"我才不想當女孩子！"	"67.770975112915"	"{""comicSize"":67.77097511291504,""downloadedEps"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15],""chapters"":{""3f7d65ae-0af2-11ef-8569-3f487b7d9a9a"":""第01話"",""96ab6794-15e8-11ef-886b-3f487b7d9a9a"":""第02話"",""6c2e5e98-224c-11ef-8d37-3f487b7d9a9a"":""第03話"",""bc43f39c-2d88-11ef-92dc-3f487b7d9a9a"":""第04話"",""a60fa028-3e16-11ef-982c-3f487b7d9a9a"":""第05話"",""7aadea8c-49df-11ef-9ef5-3f487b7d9a9a"":""第06話"",""9114a412-54d1-11ef-a500-3f487b7d9a9a"":""番外篇"",""858d61e2-5fd5-11ef-ab2d-3f487b7d9a9a"":""第07話"",""8caecca3-610d-11ef-ab67-3f487b7d9a9a"":""10萬點讚感謝圖"",""49e75096-7167-11ef-b308-3f487b7d9a9a"":""第08話"",""83495280-865c-11ef-bcc2-3f487b7d9a9a"":""第09話"",""60b65b6a-9092-11ef-82b6-3f487b7d9a9a"":""第10話"",""9b76b0d3-9d22-11ef-8960-3f487b7d9a9a"":""第11話"",""0036b344-a5d1-11ef-8cb7-3f487b7d9a9a"":""第12話"",""33ab8b58-c2d4-11ef-9df5-3f487b7d9a9a"":""第13話"",""a62575e0-c9ff-11ef-a21f-3f487b7d9a9a"":""番外篇02""},""id"":""copy_manga-wocaibuxiangdangnvhaizi"",""name"":""我才不想當女孩子！"",""subTitle"":"""",""tags"":[""やぶうち優"",""2025-01-04"",""奇幻"",""性转换""],""sourceKey"":""copy_manga"",""sourceName"":""拷贝漫画"",""cover"":""https://sw.mangafuna.xyz/w/wocaibuxiangdangnvhaizi/cover/1714922087.jpg.328x422.jpg"",""comicId"":""wocaibuxiangdangnvhaizi""}"
